Component,Arxiu,Linia,ID,Classes CSS,Num Fills,Nivell de Sospita (Basura?)
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,465,,p-6 border border-gray-700 rounded-[28px] bg-black/20,3,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,468,,flex flex-col gap-2,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,469,,p-2 bg-blue-900/20 border border-orange-500/30 rounded-[20px] text-xs,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,480,,mt-6 p-4 bg-gray-900/50 rounded-[28px] border border-gray-800,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,482,,flex flex-wrap gap-2,3,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,489,,mt-4 p-4 bg-gray-900/50 rounded-[28px] border border-gray-800,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,583,,neural-core-panel,3,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,587,,grid grid-cols-1 md:grid-cols-2 gap-6,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,588,,p-6 border border-gray-700 rounded-[28px] bg-black/20 flex flex-col justify-between,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,589,,,2,Contenidor simple sense classes/id
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,591,,grid grid-cols-2 gap-4 mb-4,4,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,592,,p-2 bg-gray-900 rounded-[20px] text-center,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,596,,p-2 bg-gray-900 rounded-[20px] text-center,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,600,,p-2 bg-gray-900 rounded-[20px] text-center,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,604,,p-2 bg-gray-900 rounded-[20px] text-center,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,610,,flex flex-col gap-2,1,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,617,,p-6 border border-gray-700 rounded-[28px] bg-black/20 flex flex-col justify-between,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,618,,,3,Contenidor simple sense classes/id
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,621,,p-3 bg-cyan-900/10 border border-cyan-500/20 rounded-[20px] mb-4,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,632,,mt-6 p-4 bg-gray-900/50 rounded-[28px] border border-gray-800,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,642,,neural-core-panel,3,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,646,,w-full bg-zinc-900 border-2 border-zinc-800 rounded-[2rem] overflow-hidden shadow-inner,1,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,659,,mt-6 p-4 bg-gray-900/50 rounded-[28px] border border-gray-800,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,672,,neural-core-panel,4,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,677,,flex gap-2 mb-6,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,699,,mt-6 p-4 bg-gray-900/50 rounded-[28px] border border-gray-800,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,721,,neural-core-panel,3,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,726,,grid grid-cols-1 md:grid-cols-2 gap-6,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,727,,p-6 border border-gray-700 rounded-[28px] bg-black/20,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,729,,space-y-3,1,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,731,,flex justify-between items-center p-3 bg-gray-900/50 rounded-[20px] border border-gray-800,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,732,,,2,Contenidor simple sense classes/id
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,733,,font-bold text-sm,1,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,734,,text-[10px] opacity-50 uppercase,1,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,742,,p-6 border border-gray-700 rounded-[28px] bg-black/20,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,744,,space-y-3,2,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,745,,p-3 bg-red-900/10 border border-red-500/20 rounded-[20px],3,
AdminPanel.jsx,src/pages/admin/AdminPanel.jsx,757,,mt-6 p-4 bg-gray-900/50 rounded-[28px] border border-gray-800,2,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,5,,aula-rural-container,4,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,6,,aula-header,3,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,7,,header-meta,2,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,18,,manifest-card,3,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,29,,aula-grid,4,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,30,,didactic-card,3,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,31,,card-header,2,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,39,,status-badge,1,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,42,,didactic-card,3,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,43,,card-header,2,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,51,,status-badge,1,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,54,,didactic-card,3,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,55,,card-header,2,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,63,,status-badge,1,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,66,,didactic-card highlighted,2,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,67,,card-header,2,
AulaRural.jsx,src/pages/admin/AulaRural.jsx,80,,footer-content,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,27,,[Expressió Dinàmica],3,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,34,,[Expressió Dinàmica],1,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,38,,flex-1,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,42,,,1,Wrapper Innecessari (1 fill, sense classes)
ChatManager.jsx,src/pages/admin/ChatManager.jsx,110,,[Expressió Dinàmica],1,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,114,,[Expressió Dinàmica],5,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,116,,h-[60px] pl-2 pr-4 flex flex-shrink-0 items-center justify-between border-b border-white/5 bg-[#FF6D00] shadow-md z-10 sticky top-0,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,117,,flex items-center gap-2,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,126,,flex gap-2,0,DIV Buit (Sense contingut)
ChatManager.jsx,src/pages/admin/ChatManager.jsx,130,,flex-1 overflow-y-auto pb-20 custom-scrollbar,20,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,133,,bg-orange-500/10 border-b border-orange-500/20 px-4 py-3 flex items-center gap-3,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,142,,[Expressió Dinàmica],4,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,143,,w-32 h-32 rounded-full bg-gradient-to-br from-[#FF6D00]/20 to-[#FF6D00]/5 text-[#FF6D00] flex items-center justify-center border-[3px] border-[#FF6D00]/30 shadow-[0_0_40px_rgba(255;107;0;0.15)] mb-5 overflow-hidden relative group,1,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,147,,flex items-center justify-center w-full h-full scale-[1.5],1,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,155,,flex items-center gap-1.5 justify-center bg-green-500/10 px-3 py-1 rounded-full border border-green-500/20 mb-6,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,156,,w-2 h-2 rounded-full bg-green-500 shadow-[0_0_8px_#22c55e],0,DIV Buit (Sense contingut)
ChatManager.jsx,src/pages/admin/ChatManager.jsx,162,,flex justify-center w-full gap-4 mt-2 px-4,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,179,,[Expressió Dinàmica],3,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,180,,flex items-center justify-between p-5 cursor-pointer hover:bg-black/5 dark:hover:bg-white/5 transition-colors,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,182,,flex items-center gap-1 text-gray-400,2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,188,,px-5 pb-5 flex gap-3 overflow-x-auto custom-scrollbar,4,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,189,,[Expressió Dinàmica],2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,194,,[Expressió Dinàmica],2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,199,,[Expressió Dinàmica],2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,204,,[Expressió Dinàmica],2,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,212,,mb-8,1,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,228,,[Expressió Dinàmica],1,
ChatManager.jsx,src/pages/admin/ChatManager.jsx,229,,[Expressió Dinàmica],0,DIV Buit (Sense contingut)
ChatManager.jsx,src/pages/admin/ChatManager.jsx,262,,[Expressió Dinàmica],2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,49,,min-h-screen bg-black text-white p-6 lg:p-12 animate-in,3,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,50,,flex items-center justify-between mb-12,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,51,,flex items-center gap-4,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,64,,,2,Contenidor simple sense classes/id
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,69,,flex items-center gap-2 px-4 py-2 bg-emerald-500/10 text-emerald-400 rounded-[28px] border border-emerald-500/20,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,74,,grid grid-cols-1 md:grid-cols-2 lg:grid-cols-4 gap-6 mb-12,4,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,101,,grid grid-cols-1 lg:grid-cols-3 gap-8,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,102,,lg:col-span-2 space-y-8,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,108,,space-y-4,1,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,110,,flex items-center justify-between p-4 bg-white/5 rounded-[28px] border border-white/5,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,111,,flex items-center gap-4,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,112,,w-10 h-10 flex items-center justify-center bg-orange-500/10 text-orange-500 rounded-[28px],1,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,115,,,2,Contenidor simple sense classes/id
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,120,,text-right,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,136,,p-6 bg-indigo-500/5 border border-indigo-500/20 rounded-[28px],2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,154,,bg-emerald-500/5 border border-emerald-500/10 rounded-[28px] p-8,2,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,176,,bg-white/5 border border-white/10 rounded-[28px] p-8 text-center,3,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,188,,bg-white/5 border border-white/10 rounded-[28px] p-6 transition-transform hover:scale-105,3,
Chrome145Report.jsx,src/pages/admin/Chrome145Report.jsx,189,,flex items-center gap-3 mb-4,2,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,36,,flex flex-col h-full bg-[#f0f2f5] dark:bg-[#0a0a0a] overflow-y-auto custom-scrollbar font-['Noto_Sans'],3,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,38,,flex items-center px-4 md:px-6 h-[56px] shrink-0 border-b border-gray-200 dark:border-gray-800 bg-white dark:bg-[#121212] sticky top-0 z-10 shadow-sm,2,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,50,,max-w-3xl mx-auto w-full p-4 md:p-8 space-y-4,2,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,51,,bg-white dark:bg-[#121212] rounded-[28px] overflow-hidden shadow-sm border border-gray-100 dark:border-gray-800/50,4,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,53,,flex items-center gap-4 p-6 border-b border-gray-100 dark:border-gray-800 hover:bg-gray-50 dark:hover:bg-[#1a1a1a] cursor-pointer transition-colors,2,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,54,,w-16 h-16 rounded-full bg-theme-accent-primary text-white flex items-center justify-center text-2xl font-bold shadow-md,1,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,57,,flex-1,2,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,64,,flex flex-col,1,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,73,,[Expressió Dinàmica],1,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,76,,flex-1 min-w-0,2,
ControlGeneral.jsx,src/pages/admin/ControlGeneral.jsx,86,,text-center py-6,2,
DAFOPage.jsx,src/pages/admin/DAFOPage.jsx,12,,dafo-page-error,4,
DAFOPage.jsx,src/pages/admin/DAFOPage.jsx,22,,dafo-page-container,3,
DAFOPage.jsx,src/pages/admin/DAFOPage.jsx,28,,dafo-page-header,2,
DAFOPage.jsx,src/pages/admin/DAFOPage.jsx,32,,dafo-actions,2,
DAFOPage.jsx,src/pages/admin/DAFOPage.jsx,54,,dafo-main-content,2,
DAFOPage.jsx,src/pages/admin/DAFOPage.jsx,57,,dafo-didactic-footer,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,66,,design-canon-page,4,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,72,,design-header,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,76,,header-content,3,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,77,,design-badge,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,86,,design-grid-container,1,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,89,,category-header,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,90,,category-icon,1,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,91,,category-title,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,97,,link-list,1,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,100,,link-info,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,113,,glass-card-premium,3,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,114,,section-header-mini,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,122,,design-stats-mini,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,123,,stat-pill,2,
DesignCanon.jsx,src/pages/admin/DesignCanon.jsx,127,,stat-pill,2,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,12,,didactic-page-error,4,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,22,,didactic-page-container,3,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,29,,didactic-header,3,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,33,,header-title,2,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,37,,header-actions,1,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,42,,didactic-content,3,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,43,,content-hero,2,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,45,,didactic-image-wrapper,1,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,52,,didactic-body,2,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,53,,didactic-main-text,2,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,64,,didactic-insight-box,2,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,65,,insight-header,2,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,73,,didactic-footer,2,
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,75,,footer-badges,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,65,,genesis-viewer,5,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,67,,genesis-header,1,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,68,,header-container flex items-center gap-6,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,76,,brand-box flex-1,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,78,,brand-text,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,92,,genesis-content,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,95,,intro-card shadow-sm,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,101,,status-badges flex gap-4 mt-6,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,108,,grid-metrics mt-8,6,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,110,,card metrics-card p-6,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,111,,card-top,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,133,,card metrics-card dark-mode p-6,4,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,134,,card-top,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,140,,control-group mt-6,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,150,,slider-labels,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,163,,card metrics-card p-6,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,164,,card-top,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,169,,chart-wrapper h-40,1,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,179,,section-header,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,186,,pillars-grid grid grid-cols-1 md:grid-cols-3 gap-6,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,187,,pillar-card card,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,188,,pillar-icon,1,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,192,,pillar-card card,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,193,,pillar-icon,1,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,197,,pillar-card card,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,198,,pillar-icon,1,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,204,,dictionary-card card bg-stone-100,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,206,,dictionary-grid,4,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,207,,word-box,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,208,,word-box,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,209,,word-box,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,210,,word-box,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,218,,lab-tokens,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,220,,card p-8 space-y-8,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,221,,type-check pl-4 border-l-4 border-primary,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,226,,button-lab flex gap-4,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,234,,data-visuals,2,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,236,,card p-6 h-80 flex flex-col,3,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,238,,flex-grow,1,
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,249,,container mx-auto text-center,2,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,38,,ghost-memorial-page bg-black min-h-screen text-white p-8,5,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,39,,memorial-header max-w-4xl mx-auto mb-16,3,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,48,,flex items-center gap-6 mb-6,2,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,49,,memorial-icon-glow,1,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,61,,max-w-4xl mx-auto grid grid-cols-1 md:grid-cols-2 gap-8 mb-20,2,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,63,,ghost-card bg-zinc-900/50 border border-zinc-800 p-8 rounded-[28px] relative overflow-hidden group hover:border-cyan-500/50 transition-all,5,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,64,,absolute top-0 right-0 p-4 opacity-10 group-hover:opacity-30 transition-opacity,1,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,67,,ghost-status text-[10px] font-black tracking-[0.3em] uppercase mb-4 text-cyan-500 bg-cyan-500/10 w-fit px-3 py-1 rounded,2,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,73,,absolute bottom-0 left-0 w-full h-1 bg-gradient-to-r from-transparent via-cyan-500/20 to-transparent,0,DIV Buit (Sense contingut)
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,77,,ghost-card bg-gradient-to-br from-zinc-900 to-black border-2 border-dashed border-zinc-800 p-8 rounded-[28px] flex flex-col items-center justify-center text-center gap-4 group hover:border-[var(--sdp-terracotta)]/50 transition-all,3,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,87,,flex items-center gap-4 mb-4,2,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,91,,bg-zinc-900/30 p-12 rounded-[28px] border border-zinc-800/50,3,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,96,,mb-12,1,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,102,,flex gap-12 items-center,3,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,103,,flex flex-col gap-1,2,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,107,,flex flex-col gap-1,2,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,111,,ml-auto,1,
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,119,,scanline-overlay,0,DIV Buit (Sense contingut)
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,4,,min-h-screen bg-gray-100 flex flex-col items-center py-10 px-4 font-sans max-w-3xl mx-auto,7,
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,11,,w-full bg-white rounded-2xl shadow-sm border border-gray-200 p-6 mb-8 text-center relative overflow-hidden,4,
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,12,,absolute top-0 right-0 p-4,1,
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,24,,inline-flex items-center gap-2 bg-amber-100 text-amber-800 px-3 py-1.5 rounded-full text-xs font-semibold,2,
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,31,,w-full bg-white rounded-2xl shadow-lg border border-gray-100 p-10 flex flex-col items-center justify-center min-h-[400px],2,
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,40,,w-full mt-8 p-6 bg-gray-800 rounded-xl text-gray-300 font-mono text-xs shadow-xl,4,
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,41,,flex items-center gap-2 mb-3 border-b border-gray-700 pb-2,2,
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,42,,w-2 h-2 rounded-full bg-green-500 animate-pulse,0,DIV Buit (Sense contingut)
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,71,,text-[10px] uppercase tracking-widest px-2 py-1 bg-yellow-500/20 text-yellow-500 border border-yellow-500/30 rounded font-bold,1,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,73,,text-[10px] uppercase tracking-widest px-2 py-1 bg-blue-500/20 text-blue-500 border border-blue-500/30 rounded font-bold,1,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,75,,text-[10px] uppercase tracking-widest px-2 py-1 bg-gray-500/20 text-gray-400 border border-gray-500/30 rounded font-bold,1,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,87,,w-full bg-[#F97316] text-white flex flex-row items-center justify-between py-3 sm:py-4 px-4 shadow-md shrink-0 border-b border-black/10 z-[var(--z-fixed;100)] relative h-[56px] min-h-[56px] max-h-[56px],3,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,88,,flex items-center justify-start gap-1 shrink-0,2,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,98,,flex-1 flex flex-col items-center justify-center overflow-hidden,1,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,103,,flex items-center justify-end shrink-0,0,DIV Buit (Sense contingut)
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,107,,flex items-center gap-4 mb-8 mt-4,2,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,108,,w-12 h-12 bg-[#222] rounded-xl flex items-center justify-center border border-[#333] shadow-md,1,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,111,,,2,Contenidor simple sense classes/id
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,117,,grid grid-cols-1 md:grid-cols-2 gap-4,1,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,121,,bg-[#111] border border-[#222] rounded-xl p-5 hover:bg-[#1a1a1a] transition-colors cursor-pointer group flex flex-col h-full,3,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,126,,flex items-center justify-between mb-4,2,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,127,,flex items-center gap-3,2,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,128,,p-2 bg-white/5 rounded-lg group-hover:bg-[#F97316]/10 group-hover:text-[#F97316] transition-colors text-gray-400,1,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,140,,flex justify-end mt-auto pt-4 border-t border-[#222],1,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,141,,flex items-center gap-1.5 text-xs font-bold text-gray-600 group-hover:text-white transition-colors duration-300,2,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,151,,mt-12 text-center p-6 border border-dashed border-[#333] rounded-xl bg-white/5,3,
ManualPage.jsx,src/pages/admin/ManualPage.jsx,5,,manual-page-container,5,
ManualPage.jsx,src/pages/admin/ManualPage.jsx,6,,manual-header,3,
ManualPage.jsx,src/pages/admin/ManualPage.jsx,18,,status-card stable,2,
ManualPage.jsx,src/pages/admin/ManualPage.jsx,19,,card-header,2,
ManualPage.jsx,src/pages/admin/ManualPage.jsx,31,,status-card experimental,2,
ManualPage.jsx,src/pages/admin/ManualPage.jsx,32,,card-header,2,
ManualPage.jsx,src/pages/admin/ManualPage.jsx,45,,philosophy-box,3,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,39,,flex-1 flex flex-col bg-theme-base animate-in fade-in duration-500 overflow-hidden h-full,7,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,41,,h-20 flex items-center justify-between px-8 border-b border-white/10 shrink-0,2,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,42,,flex items-center gap-4,2,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,49,,,2,Contenidor simple sense classes/id
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,64,,p-6 bg-black/20 border-b border-white/5 shrink-0,1,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,65,,relative max-w-2xl mx-auto,2,
