Component,Arxiu,Linia,Patró Estructural,Sospitós?,Num Fills,Classes CSS
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,43,Contenidor Mixt,No,2,content-hero
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,45,Contenidor d'Icona (<img>),No,1,didactic-image-wrapper
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,52,Contenidor Mixt,No,2,didactic-body
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,53,Contenidor Mixt,No,2,didactic-main-text
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,64,Contenidor Mixt,No,2,didactic-insight-box
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,65,Contenidor Mixt,No,2,insight-header
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,73,Contenidor Mixt,No,2,didactic-footer
DidacticPage.jsx,src/pages/admin/DidacticPage.jsx,75,Contenidor Mixt,No,2,footer-badges
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,65,Contenidor Mixt,No,5,genesis-viewer
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,67,Wrapper HTML (<div>),No,1,genesis-header
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,68,Contenidor Mixt,No,3,header-container flex items-center gap-6
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,76,Contenidor Mixt,No,2,brand-box flex-1
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,78,Contenidor Mixt,No,2,brand-text
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,92,Contenidor Mixt,No,3,genesis-content
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,95,Contenidor Mixt,No,3,intro-card shadow-sm
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,101,Contenidor Mixt,No,3,status-badges flex gap-4 mt-6
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,108,Contenidor Mixt,No,6,grid-metrics mt-8
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,110,Contenidor Mixt,No,3,card metrics-card p-6
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,111,Contenidor Mixt,No,2,card-top
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,133,Contenidor Mixt,No,4,card metrics-card dark-mode p-6
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,134,Contenidor Mixt,No,2,card-top
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,140,Contenidor Mixt,No,3,control-group mt-6
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,150,Contenidor Mixt,No,3,slider-labels
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,163,Contenidor Mixt,No,3,card metrics-card p-6
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,164,Contenidor Mixt,No,2,card-top
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,169,Wrapper de Component (<Line>),No,1,chart-wrapper h-40
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,179,Contenidor Mixt,No,2,section-header
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,186,Contenidor Mixt,No,3,pillars-grid grid grid-cols-1 md:grid-cols-3 gap-6
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,187,Contenidor Mixt,No,3,pillar-card card
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,188,Contenidor de Text Pura,No,1,pillar-icon
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,192,Contenidor Mixt,No,3,pillar-card card
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,193,Contenidor de Text Pura,No,1,pillar-icon
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,197,Contenidor Mixt,No,3,pillar-card card
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,198,Contenidor de Text Pura,No,1,pillar-icon
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,204,Contenidor Mixt,No,2,dictionary-card card bg-stone-100
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,206,Contenidor Mixt,No,4,dictionary-grid
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,207,Contenidor Mixt,No,2,word-box
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,208,Contenidor Mixt,No,2,word-box
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,209,Contenidor Mixt,No,2,word-box
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,210,Contenidor Mixt,No,2,word-box
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,218,Contenidor Mixt,No,2,lab-tokens
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,220,Contenidor Mixt,No,2,card p-8 space-y-8
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,221,Contenidor Mixt,No,3,type-check pl-4 border-l-4 border-primary
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,226,Contenidor Mixt,No,3,button-lab flex gap-4
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,234,Contenidor Mixt,No,2,data-visuals
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,236,Contenidor Mixt,No,3,card p-6 h-80 flex flex-col
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,238,Wrapper de Component (<Doughnut>),No,1,flex-grow
GenesisViewer.jsx,src/pages/admin/GenesisViewer.jsx,249,Contenidor Mixt,No,2,container mx-auto text-center
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,38,Contenidor Mixt,No,5,ghost-memorial-page bg-black min-h-screen text-white p-8
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,39,Contenidor Mixt,No,3,memorial-header max-w-4xl mx-auto mb-16
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,48,Contenidor Mixt,No,2,flex items-center gap-6 mb-6
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,49,Wrapper de Component (<Ghost>),No,1,memorial-icon-glow
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,61,Contenidor Mixt,No,2,max-w-4xl mx-auto grid grid-cols-1 md:grid-cols-2 gap-8 mb-20
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,63,Contenidor Mixt,No,5,ghost-card bg-zinc-900/50 border border-zinc-800 p-8 rounded-[28px] relative overflow-hidden group hover:border-cyan-500/50 transition-all
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,64,Wrapper d'Expressió {},No,1,absolute top-0 right-0 p-4 opacity-10 group-hover:opacity-30 transition-opacity
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,67,Contenidor Mixt,No,2,ghost-status text-[10px] font-black tracking-[0.3em] uppercase mb-4 text-cyan-500 bg-cyan-500/10 w-fit px-3 py-1 rounded
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,73,BUIT (Possible Basura),No,0,absolute bottom-0 left-0 w-full h-1 bg-gradient-to-r from-transparent via-cyan-500/20 to-transparent
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,77,Contenidor Mixt,No,3,ghost-card bg-gradient-to-br from-zinc-900 to-black border-2 border-dashed border-zinc-800 p-8 rounded-[28px] flex flex-col items-center justify-center text-center gap-4 group hover:border-[var(--sdp-terracotta)]/50 transition-all
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,87,Contenidor Mixt,No,2,flex items-center gap-4 mb-4
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,91,Contenidor Mixt,No,3,bg-zinc-900/30 p-12 rounded-[28px] border border-zinc-800/50
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,96,Wrapper de Component (<Link>),No,1,mb-12
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,102,Contenidor Mixt,No,3,flex gap-12 items-center
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,103,Contenidor Mixt,No,2,flex flex-col gap-1
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,107,Contenidor Mixt,No,2,flex flex-col gap-1
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,111,Wrapper de Component (<Zap>),No,1,ml-auto
GhostMemorial.jsx,src/pages/admin/GhostMemorial.jsx,119,BUIT (Possible Basura),No,0,scanline-overlay
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,4,Contenidor Mixt,No,7,min-h-screen bg-gray-100 flex flex-col items-center py-10 px-4 font-sans max-w-3xl mx-auto
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,11,Contenidor Mixt,No,4,w-full bg-white rounded-2xl shadow-sm border border-gray-200 p-6 mb-8 text-center relative overflow-hidden
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,12,Wrapper de Component (<ShieldAlert>),No,1,absolute top-0 right-0 p-4
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,24,Contenidor Mixt,No,2,inline-flex items-center gap-2 bg-amber-100 text-amber-800 px-3 py-1.5 rounded-full text-xs font-semibold
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,31,Contenidor Mixt,No,2,w-full bg-white rounded-2xl shadow-lg border border-gray-100 p-10 flex flex-col items-center justify-center min-h-[400px]
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,40,Contenidor Mixt,No,4,w-full mt-8 p-6 bg-gray-800 rounded-xl text-gray-300 font-mono text-xs shadow-xl
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,41,Contenidor Mixt,No,2,flex items-center gap-2 mb-3 border-b border-gray-700 pb-2
IAIASandbox.jsx,src/pages/admin/IAIASandbox.jsx,42,BUIT (Possible Basura),No,0,w-2 h-2 rounded-full bg-green-500 animate-pulse
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,71,Contenidor de Text Pura,No,1,text-[10px] uppercase tracking-widest px-2 py-1 bg-yellow-500/20 text-yellow-500 border border-yellow-500/30 rounded font-bold
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,73,Contenidor de Text Pura,No,1,text-[10px] uppercase tracking-widest px-2 py-1 bg-blue-500/20 text-blue-500 border border-blue-500/30 rounded font-bold
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,75,Contenidor de Text Pura,No,1,text-[10px] uppercase tracking-widest px-2 py-1 bg-gray-500/20 text-gray-400 border border-gray-500/30 rounded font-bold
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,87,Contenidor Mixt,No,3,w-full bg-[#F97316] text-white flex flex-row items-center justify-between py-3 sm:py-4 px-4 shadow-md shrink-0 border-b border-black/10 z-[var(--z-fixed;100)] relative h-[56px] min-h-[56px] max-h-[56px]
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,88,Contenidor Mixt,No,2,flex items-center justify-start gap-1 shrink-0
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,98,Wrapper HTML (<h1>),No,1,flex-1 flex flex-col items-center justify-center overflow-hidden
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,103,BUIT (Possible Basura),No,0,flex items-center justify-end shrink-0
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,107,Contenidor Mixt,No,2,flex items-center gap-4 mb-8 mt-4
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,108,Wrapper de Component (<Archive>),No,1,w-12 h-12 bg-[#222] rounded-xl flex items-center justify-center border border-[#333] shadow-md
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,111,Contenidor Mixt,No,2,
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,117,Wrapper d'Expressió {},No,1,grid grid-cols-1 md:grid-cols-2 gap-4
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,121,Contenidor Mixt,No,3,bg-[#111] border border-[#222] rounded-xl p-5 hover:bg-[#1a1a1a] transition-colors cursor-pointer group flex flex-col h-full
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,126,Contenidor Mixt,No,2,flex items-center justify-between mb-4
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,127,Contenidor Mixt,No,2,flex items-center gap-3
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,128,Contenidor d'Icona (<Icon>),No,1,p-2 bg-white/5 rounded-lg group-hover:bg-[#F97316]/10 group-hover:text-[#F97316] transition-colors text-gray-400
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,140,Wrapper HTML (<div>),No,1,flex justify-end mt-auto pt-4 border-t border-[#222]
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,141,Contenidor Mixt,No,2,flex items-center gap-1.5 text-xs font-bold text-gray-600 group-hover:text-white transition-colors duration-300
Ideoteca.jsx,src/pages/admin/Ideoteca.jsx,151,Contenidor Mixt,No,3,mt-12 text-center p-6 border border-dashed border-[#333] rounded-xl bg-white/5
ManualPage.jsx,src/pages/admin/ManualPage.jsx,5,Contenidor Mixt,No,5,manual-page-container
ManualPage.jsx,src/pages/admin/ManualPage.jsx,6,Contenidor Mixt,No,3,manual-header
ManualPage.jsx,src/pages/admin/ManualPage.jsx,18,Contenidor Mixt,No,2,status-card stable
ManualPage.jsx,src/pages/admin/ManualPage.jsx,19,Contenidor Mixt,No,2,card-header
ManualPage.jsx,src/pages/admin/ManualPage.jsx,31,Contenidor Mixt,No,2,status-card experimental
ManualPage.jsx,src/pages/admin/ManualPage.jsx,32,Contenidor Mixt,No,2,card-header
ManualPage.jsx,src/pages/admin/ManualPage.jsx,45,Contenidor Mixt,No,3,philosophy-box
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,39,Contenidor Mixt,No,7,flex-1 flex flex-col bg-theme-base animate-in fade-in duration-500 overflow-hidden h-full
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,41,Contenidor Mixt,No,2,h-20 flex items-center justify-between px-8 border-b border-white/10 shrink-0
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,42,Contenidor Mixt,No,2,flex items-center gap-4
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,49,Contenidor Mixt,No,2,
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,64,Wrapper HTML (<div>),No,1,p-6 bg-black/20 border-b border-white/5 shrink-0
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,65,Contenidor Mixt,No,2,relative max-w-2xl mx-auto
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,78,Wrapper HTML (<div>),No,1,flex-1 overflow-y-auto p-8 custom-scrollbar
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,79,Wrapper d'Expressió {},No,1,max-w-4xl mx-auto space-y-10
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,86,Contenidor Mixt,No,2,flex items-center gap-3 px-2
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,87,BUIT (Possible Basura),No,0,w-1.5 h-6 bg-secondary rounded-[28px]
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,91,Wrapper d'Expressió {},No,1,grid grid-cols-1 md:grid-cols-2 gap-3
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,103,Contenidor Mixt,No,2,flex items-center gap-4
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,104,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,110,Contenidor Mixt,No,2,text-left
MenuManagementView.jsx,src/pages/admin/MenuManagementView.jsx,115,Wrapper de Component (<Check>),No,1,[Expressió Dinàmica]
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,36,Contenidor Mixt,No,4,nexus-container
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,38,Contenidor Mixt,No,2,nexus-header
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,39,Contenidor Mixt,No,3,nexus-header-content
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,43,Contenidor Mixt,No,2,nexus-title-group
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,47,Contenidor Mixt,No,2,nexus-status-pill
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,68,Contenidor Mixt,No,4,nexus-main-content
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,70,Contenidor Mixt,No,2,nexus-dashboard fade-in
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,74,Contenidor Mixt,No,3,nexus-stats-grid
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,75,Contenidor Mixt,No,2,nexus-stat
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,79,Contenidor Mixt,No,2,nexus-stat
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,83,Contenidor Mixt,No,2,nexus-stat warning
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,90,Contenidor Mixt,No,3,nexus-directives-grid
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,111,Contenidor Mixt,No,2,nexus-lab fade-in
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,112,Contenidor Mixt,No,2,lab-controls
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,119,Contenidor Mixt,No,2,lab-preview-grid
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,120,Contenidor Mixt,No,5,[Expressió Dinàmica]
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,122,BUIT (Possible Basura),No,0,preview-avatar
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,123,BUIT (Possible Basura),No,0,preview-line
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,124,BUIT (Possible Basura),No,0,preview-line short
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,141,Contenidor Mixt,No,2,nexus-ia fade-in
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,146,Contenidor de Text Pura,No,1,bategat-indicator
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,148,Contenidor Mixt,No,2,iaia-input-group
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,176,Wrapper d'Expressió {},No,1,pregoner-result fade-in
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,186,Contenidor Mixt,No,2,nexus-solatge fade-in
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,188,Contenidor Mixt,No,2,console-header
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,192,Contenidor Mixt,No,5,console-body
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,193,Contenidor de Text Pura,No,1,line
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,194,Contenidor de Text Pura,No,1,line
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,195,Contenidor de Text Pura,No,1,line
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,196,Contenidor de Text Pura,No,1,line
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,197,Contenidor Mixt,No,2,line cursor
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,201,Wrapper HTML (<div>),No,1,solatge-widgets mt-6
NexusFlash.jsx,src/pages/admin/NexusFlash.jsx,202,Contenidor Mixt,No,2,widget-row
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,33,Contenidor de Text Pura,No,1,portal-loading
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,36,Contenidor Mixt,No,3,playground-portal
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,37,Contenidor d'Icones Múltiples/Mixt,No,5,portal-header
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,44,Wrapper HTML (<div>),No,1,ai-notice-simple
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,45,Wrapper HTML (<span>),No,1,ai-notice-text
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,49,Wrapper HTML (<button>),No,1,portal-actions
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,57,Wrapper d'Expressió {},No,1,persona-list-container
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,59,Contenidor Mixt,No,3,persona-list-item
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,60,Wrapper d'Expressió {},No,1,persona-list-avatar
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,64,Wrapper de Component (<User>),No,1,persona-list-placeholder
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,70,Contenidor Mixt,No,2,persona-list-content
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,71,Contenidor Mixt,No,2,persona-list-header
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,77,Wrapper HTML (<p>),No,1,persona-list-bottom
PlaygroundPortal.jsx,src/pages/admin/PlaygroundPortal.jsx,84,Wrapper HTML (<button>),No,1,persona-list-action
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,32,Contenidor Mixt,No,3,session-chronicle-container animate-in
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,33,Contenidor Mixt,No,2,session-header
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,37,Contenidor Mixt,No,2,header-titles
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,39,Contenidor Mixt,No,2,session-meta
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,46,Contenidor Mixt,No,3,session-main
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,60,Contenidor Mixt,No,2,hud-header
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,65,Contenidor Mixt,No,2,stats-grid
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,66,Contenidor Mixt,No,2,stat-card human
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,67,Wrapper de Component (<User>),No,1,stat-icon
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,68,Contenidor Mixt,No,3,stat-content
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,75,Contenidor Mixt,No,2,stat-card ai
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,76,Wrapper de Component (<Cpu>),No,1,stat-icon
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,77,Contenidor Mixt,No,3,stat-content
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,85,Contenidor Mixt,No,2,savings-banner
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,86,Contenidor Mixt,No,2,savings-content
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,88,Contenidor Mixt,No,2,
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,93,Contenidor Mixt,No,3,efficiency-badge
SessionChronicle.jsx,src/pages/admin/SessionChronicle.jsx,99,Wrapper HTML (<button>),No,1,share-actions
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,81,Contenidor Mixt,No,9,solatge-container bg-black h-full text-white animate-bategat
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,84,Contenidor Mixt,No,3,solatge-header h-20 flex items-center gap-4 px-6 bg-black border-b border-gray-900 sticky top-0 z-30
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,92,Contenidor Mixt,No,2,brand flex-1
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,94,Contenidor Mixt,No,2,
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,99,Contenidor Mixt,No,2,[Expressió Dinàmica]
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,106,Contenidor Mixt,No,5,solatge-grid
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,107,Contenidor Mixt,No,2,metric-card glass-ia
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,109,Contenidor Mixt,No,2,data
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,114,Contenidor Mixt,No,2,metric-card glass-ia
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,116,Contenidor Mixt,No,2,data
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,121,Contenidor Mixt,No,2,metric-card glass-ia
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,123,Contenidor Mixt,No,2,data
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,128,Contenidor Mixt,No,2,metric-card glass-ia
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,130,Contenidor Mixt,No,2,data
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,135,Contenidor Mixt,No,2,metric-card glass-ia
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,137,Contenidor Mixt,No,2,data
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,145,Contenidor Mixt,No,2,command-center
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,146,Contenidor Mixt,No,2,console-panel
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,147,Contenidor Mixt,No,2,panel-header
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,151,Wrapper d'Expressió {},No,1,logs
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,153,Contenidor Mixt,No,2,log-entry
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,161,Contenidor Mixt,No,8,actions-panel
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,162,Contenidor Mixt,No,2,action-wrapper
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,178,Wrapper HTML (<button>),No,1,action-wrapper
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,189,Contenidor Mixt,No,2,action-wrapper
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,221,Contenidor Mixt,No,2,action-wrapper
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,237,BUIT (Possible Basura),No,0,drawer-divider
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,240,Contenidor Mixt,No,2,dev-tools-panel
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,241,Contenidor Mixt,No,2,panel-label
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,245,Contenidor Mixt,No,3,tools-grid
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,271,Contenidor Mixt,No,2,visual-democracy-panel
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,272,Contenidor Mixt,No,2,panel-label
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,276,Contenidor Mixt,No,2,democracy-switcher
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,306,Contenidor Mixt,No,2,node-info
SolatgeConsole.jsx,src/pages/admin/SolatgeConsole.jsx,310,Contenidor de Text Pura,No,1,version-tag
Utilitats.jsx,src/pages/admin/Utilitats.jsx,22,Contenidor Mixt,No,2,flex-1 bg-theme-base p-6 md:p-12 overflow-y-auto custom-scrollbar
Utilitats.jsx,src/pages/admin/Utilitats.jsx,23,Contenidor Mixt,No,2,mb-16 relative
Utilitats.jsx,src/pages/admin/Utilitats.jsx,24,BUIT (Possible Basura),No,0,absolute -top-10 -left-10 w-64 h-64 bg-orange-500/10 blur-[120px] rounded-[28px] pointer-events-none
Utilitats.jsx,src/pages/admin/Utilitats.jsx,26,Contenidor Mixt,No,2,flex items-center gap-6 mb-4 relative z-10
Utilitats.jsx,src/pages/admin/Utilitats.jsx,27,Wrapper de Component (<Wrench>),No,1,w-16 h-16 bg-theme-panel border border-white/10 genesis-radius flex items-center justify-center backdrop-blur-xl shadow-2xl
Utilitats.jsx,src/pages/admin/Utilitats.jsx,30,Contenidor Mixt,No,2,
